ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
35,bella.white41@ellarises.org,Bella,White,12/16/2012 0:00,participant,801-898-5088,Draper,UT,84216,East Ridge Middle,Arts,,,,,,,35,1,Mentor Office Hours,6/8/2025 10:00,6/8/2025 12:00,Community Center Room A,100,6/1/2025 10:00,35,20,35,attended,1,6/8/2025 10:06,5/21/2025 10:00,35,48,5,4,4,5,4.5,Promoter,"I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me; I left energized to keep learning. (wish there had been more time). Honestly, the coding challenges during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. (wish there had been more time). From my perspective, the data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together  which surprised me in a good way.",4/16/2023 23:01,35,23,Digital Illustration Certificate,8/10/2023,35,79,10/17/2022,470.82
36,noah.flores42@studentmail.org,Noah,Flores,4/1/2007 0:00,participant,801-366-3900,West Jordan,UT,84886,Westview High,STEM,,,,,,,36,1,Mentor Office Hours,4/21/2024 10:00,4/21/2024 12:00,Local Library,100,4/14/2024 10:00,36,21,36,attended,1,4/21/2024 10:11,4/17/2024 10:00,36,50,4,3,5,5,4.25,Promoter,"I didn't expect this, but, I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me; It was useful overall. I met people who want to collaborate on projects, the panel Q&A during Mentor Office Hours really clicked for me; It was useful overall.  especially for beginners. The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; It was useful overall.",8/28/2023 13:12,36,24,High School Diploma,10/9/2022,36,83,4/23/2022,24.43
37,skylar.clark43@studentmail.org,Skylar,Clark,7/31/2006 0:00,participant,801-918-2771,Layton,UT,84164,Community Center,STEM,,,,,,,37,3,Girls in STEAM Mentoring,6/11/2024 10:00,6/11/2024 12:00,Virtual Zoom,100,6/4/2024 10:00,37,21,37,attended,1,6/11/2024 10:26,5/18/2024 10:00,37,51,4,4,4,5,4.25,Promoter,"There were concrete examples I can reuse at school, the panel Q&A during Mentor Office Hours really clicked for me. Overall, the mentor roundtable during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. The goal-setting exercise during Mentor Office Hours really clicked for me, I left with actionable next steps (snacks were a plus).",5/9/2023 7:00,37,25,Competition Award,1/3/2024,37,84,UNKNOWN_DATE,85.32
38,jack.anderson44@studentmail.org,Jack,Anderson,1/1/2003 0:00,participant,801-512-4728,Riverton,UT,84359,Westview High,Both,,,,,,,38,1,Mentor Office Hours,1/14/2024 10:00,1/14/2024 12:00,Ella Rises HQ,100,1/7/2024 10:00,38,22,38,attended,1,1/14/2024 10:04,12/19/2023 10:00,38,52,5,5,5,5,5,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. Overall, there were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me.",5/16/2023 19:12,38,26,Customer Support Rep,11/9/2025,38,88,2/14/2022,261.14
39,zoey.sanchez45@learners.net,Zoey,Sanchez,11/16/2005 0:00,participant,801-271-5573,Layton,UT,84886,Tech Apprenticeship,Both,,,,,,,39,5,Intro to Painting Class,8/1/2024 10:00,8/1/2024 12:00,Virtual Zoom,100,7/25/2024 10:00,39,22,39,attended,1,8/1/2024 10:07,7/30/2024 10:00,39,53,5,4,4,4,4.25,Passive,"By the end, I left with actionable next steps, the networking breakouts during Leadership Circle Meetup really clicked for me; I'd attend again with a clearer agenda.  next time I'd bring a friend. Overall, the networking breakouts during Leadership Circle Meetup really clicked for me, the mentors were down-to-earth and answered real questions. The goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps (snacks were a plus)!",3/15/2023 22:14,39,27,Competition Award,3/19/2023,39,88,UNKNOWN_DATE,154.71
40,liam.wright46@learners.net,Liam,Wright,1/9/2011 0:00,participant,801-467-3925,Salt Lake City,UT,84119,BYU,STEM,,,,,,,40,2,Robotics Lab Saturday,3/11/2023 10:00,3/11/2023 12:00,Virtual Zoom,100,3/4/2023 10:00,40,23,40,attended,1,3/11/2023 10:14,2/16/2023 10:00,40,54,5,4,5,5,4.75,Promoter,"Overall, the coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions (snacks were a plus). The coding challenges during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. The coding challenges during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",12/28/2024 6:07,40,28,Digital Illustration Certificate,2/4/2028,40,89,11/23/2023,180.75
41,mila.hill47@community.org,Mila,Hill,8/7/2011 0:00,participant,801-521-8149,Draper,UT,84747,Cafe Rio,STEM,,,,,,,41,3,Girls in STEAM Mentoring,10/11/2022 10:00,10/11/2022 12:00,Community Center Room A,100,10/4/2022 10:00,41,24,41,attended,1,10/11/2022 10:24,9/20/2022 10:00,41,55,4,5,4,4,4.25,Passive,"At first, it boosted my confidence more than I expected, the mentor roundtable during Leadership Circle Meetup really clicked for me! To be fair, the resume clinic during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together. I left with actionable next steps, the networking breakouts during Leadership Circle Meetup really clicked for me; It was useful overall.",12/15/2022 22:12,41,29,Digital Illustration Certificate,2/4/2028,41,90,11/23/2023,180.75
42,hazel.torres48@studentmail.org,Hazel,Torres,1/14/1998 0:00,participant,801-925-8144,Layton,UT,84046,Cafe Rio,Both,,,,,,,42,1,Mentor Office Hours,6/18/2023 10:00,6/18/2023 12:00,Art Studio 2,100,6/11/2023 10:00,42,24,42,attended,1,6/18/2023 10:03,6/3/2023 10:00,42,57,5,5,5,5,5,Promoter,"I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. I didn't expect this, but, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me. Overall, the organizers ran things smoothly even with a big crowd, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",5/14/2025 3:17,42,30,Digital Illustration Certificate,2/4/2028,42,92,10/13/2022,162.65
43,avery.martin50@learners.net,Avery,Martin,6/8/2010 0:00,participant,801-612-5844,Taylorsville,UT,84335,North Summit High,STEM,,,,,,,43,1,Mentor Office Hours,12/5/2021 10:00,12/5/2021 12:00,Community Center Room A,100,11/28/2021 10:00,43,24,43,attended,1,12/5/2021 10:15,12/4/2021 10:00,43,59,5,4,5,5,4.75,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. (snacks were a plus). By the end, the pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me. From my perspective, the mentor roundtable during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend.",10/1/2023 16:01,43,31,Competition Award,10/31/2022,43,93,3/7/2022,487.44
44,oliver.harris51@studentmail.org,Oliver,Harris,10/25/2004 0:00,participant,801-761-1006,Murray,UT,84416,BYU,STEM,,,,,,,44,3,Girls in STEAM Mentoring,10/22/2024 10:00,10/22/2024 12:00,Art Studio 2,100,10/15/2024 10:00,44,24,44,attended,1,10/22/2024 10:01,9/25/2024 10:00,44,60,5,5,4,4,4.5,Passive,"The color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program.",9/5/2025 3:24,44,32,Competition Award,10/31/2022,44,94,7/25/2022,50.24
45,william.nguyen52@learners.net,William,Nguyen,6/19/2009 0:00,participant,801-652-4501,Riverton,UT,84453,Mountain View High,Both,,,,,,,45,3,Girls in STEAM Mentoring,10/10/2023 10:00,10/10/2023 12:00,Ella Rises HQ,100,10/3/2023 10:00,45,24,45,attended,1,10/10/2023 10:08,10/1/2023 10:00,45,61,3,5,5,5,4.5,Promoter,"Overall, the Python lab during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable! I didn't expect this, but, the web dev sprint during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; I'd come again and bring a classmate next time! I didn't expect this, but, the hands-on segment tied everything together, the web dev sprint during Robotics Lab Saturday really clicked for me.",4/27/2024 23:29,45,33,BS in Information Systems,10/19/2022,45,94,10/26/2023,543.08
46,chloe.garcia53@learners.net,Chloe,Garcia,2/5/2000 0:00,participant,801-848-6491,Pleasant Grove,UT,84680,Community Center,STEM,,,,,,,46,1,Mentor Office Hours,9/4/2022 10:00,9/4/2022 12:00,Virtual Zoom,100,8/28/2022 10:00,46,24,46,attended,1,9/4/2022 10:12,8/16/2022 10:00,46,62,5,4,5,5,4.75,Promoter,"I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me. The Python lab during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning.",3/5/2023 9:29,46,34,BS in Information Systems,10/19/2022,46,94,UNKNOWN_DATE,1069.24
47,bella.anderson54@studentmail.org,Bella,Anderson,8/28/2008 0:00,participant,801-247-5011,St. George,UT,84026,Local Library,STEM,,,,,,,47,1,Mentor Office Hours,3/9/2025 10:00,3/9/2025 12:00,Art Studio 2,100,3/2/2025 10:00,47,25,47,attended,1,3/9/2025 10:26,2/27/2025 10:00,47,63,5,5,5,4,4.75,Passive,"The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me (wish there had been more time)! From my perspective, the pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",8/7/2024 8:24,47,35,BS in Information Systems,10/19/2022,47,95,7/25/2022,50.24
48,benjamin.clark55@studentmail.org,Benjamin,Clark,4/23/2001 0:00,participant,801-609-4997,Bountiful,UT,84507,Tech Apprenticeship,Both,,,,,,,48,2,Robotics Lab Saturday,4/15/2023 10:00,4/15/2023 12:00,Ella Rises HQ,100,4/8/2023 10:00,48,26,48,attended,1,4/15/2023 10:01,4/12/2023 10:00,48,67,5,4,5,5,4.75,Promoter,"Honestly, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. At first, there were concrete examples I can reuse at school, the panel Q&A during Girls in STEAM Mentoring really clicked for me. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning.",9/27/2022 17:18,48,36,MFA in Studio Arts,9/10/2024,48,95,10/26/2023,543.08
49,ava.miller56@community.org,Ava,Miller,6/2/2008 0:00,participant,801-912-9486,West Jordan,UT,84181,Westview High,Both,,,,,,,49,1,Mentor Office Hours,10/22/2023 10:00,10/22/2023 12:00,Community Center Room A,100,10/15/2023 10:00,49,27,49,attended,1,10/22/2023 10:27,10/13/2023 10:00,49,68,3,4,5,5,4.25,Promoter,"The coding challenges during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school. I didn't expect this, but, I left with actionable next steps, the coding challenges during Data Science Study Group really clicked for me; I might recommend it depending on the topic! The hands-on segment tied everything together, the Python lab during Data Science Study Group really clicked for me; It was useful overall.",9/24/2025 12:24,49,37,MFA in Studio Arts,9/10/2024,49,95,UNKNOWN_DATE,1069.24
50,addison.davis57@community.org,Addison,Davis,7/15/2010 0:00,participant,801-675-9702,St. George,UT,84821,Local Library,Arts,,,,,,,50,1,Mentor Office Hours,5/7/2023 10:00,5/7/2023 12:00,Ella Rises HQ,100,4/30/2023 10:00,50,27,5,attended,1,8/27/2023 10:12,8/7/2023 10:00,50,69,4,5,5,5,4.75,Promoter,"It boosted my confidence more than I expected, the resume clinic during Girls in STEAM Mentoring really clicked for me. The resume clinic during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. At first, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time!",10/16/2024 22:10,50,38,Internship,3/28/2025,50,98,UNKNOWN_DATE,1032.55
51,henry.flores58@community.org,Henry,Flores,2/4/2008 0:00,participant,801-362-8777,Riverton,UT,84919,BYU,STEM,,,,,,,51,3,Girls in STEAM Mentoring,5/16/2023 10:00,5/16/2023 12:00,Local Library,100,5/9/2023 10:00,51,28,50,attended,1,5/7/2023 10:00,4/21/2023 10:00,51,70,4,4,4,4,4,Passive,"The Python lab during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; I'm curious to see how the next session improves. The robot build during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected  which surprised me in a good way. To be fair, it boosted my confidence more than I expected, the Python lab during Robotics Lab Saturday really clicked for me; It was useful overall.  next time I'd bring a friend. There were concrete examples I can reuse at school, the coding challenges during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves.",9/26/2022 6:26,51,39,Internship,3/28/2025,51,99,UNKNOWN_DATE,1032.55
52,penelope.king59@community.org,Penelope,King,1/2/2014 0:00,participant,801-650-2269,West Jordan,UT,84282,BYU,STEM,,,,,,,52,7,Leadership Circle Meetup,3/15/2023 10:00,3/15/2023 12:00,Local Library,100,3/8/2023 10:00,52,29,51,attended,1,5/16/2023 10:12,4/18/2023 10:00,52,71,5,4,5,5,4.75,Promoter,"There were concrete examples I can reuse at school, the mentor roundtable during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. (wish there had been more time)! By the end, the networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects. By the end, there were concrete examples I can reuse at school, the mentor roundtable during Mentor Office Hours really clicked for me; I left energized to keep learning. (snacks were a plus).",11/14/2021 17:13,52,40,High School Diploma,11/25/2023,52,100,UNKNOWN_DATE,1032.55
53,paisley.perez60@learners.net,Paisley,Perez,8/4/2006 0:00,participant,801-354-4788,Ogden,UT,84142,Art Studio,STEM,,,,,,,53,8,Web Dev Bootcamp Night,12/27/2024 10:00,12/27/2024 12:00,Local Library,100,12/20/2024 10:00,53,29,52,attended,1,3/15/2023 10:14,3/2/2023 10:00,53,72,4,5,5,5,4.75,Promoter,"I left with actionable next steps, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend! The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd! The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd.",10/5/2025 11:13,53,41,Data Analytics Certificate,4/12/2023,53,101,UNKNOWN_DATE,1032.55
54,hannah.jones61@community.org,Hannah,Jones,4/30/2007 0:00,participant,801-755-8633,Taylorsville,UT,84339,Westview High,STEM,,,,,,,54,7,Leadership Circle Meetup,12/15/2022 10:00,12/15/2022 12:00,Ella Rises HQ,100,12/8/2022 10:00,54,29,53,attended,1,12/27/2024 10:07,12/25/2024 10:00,54,73,5,4,4,3,4,Detractor,"At first, I left with actionable next steps, the robot build during Data Science Study Group really clicked for me. Overall, the coding challenges during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic.  next time I'd bring a friend. By the end, the robot build during Data Science Study Group really clicked for me, the hands-on segment tied everything together.",5/31/2023 11:23,54,41,Customer Support Rep,3/12/2022,54,102,UNKNOWN_DATE,1032.55
55,oliver.harris62@ellarises.org,Oliver,Harris,9/12/2004 0:00,participant,801-206-6763,Bountiful,UT,84489,Retail Store,Arts,,,,,,,55,8,Web Dev Bootcamp Night,5/9/2025 10:00,5/9/2025 12:00,Virtual Zoom,100,5/2/2025 10:00,55,29,54,attended,1,12/15/2022 10:12,12/8/2022 10:00,55,74,4,5,5,5,4.75,Promoter,"To be fair, it boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me; I left energized to keep learning.  especially for beginners. Honestly, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me; I left energized to keep learning. The mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time.",7/21/2025 11:24,55,42,Data Analytics Certificate,4/12/2023,55,103,UNKNOWN_DATE,1032.55
